 2024/8/31 11:50:0, 27.10, 72.0
 2024/8/31 12:0:0, 27.10, 70.0
 2024/8/31 12:10:0, 27.10, 68.0
 2024/8/31 12:20:0, 27.10, 68.0
 2024/8/31 12:30:0, 27.20, 69.0
 2024/8/31 12:40:0, 27.30, 70.0
 2024/8/31 12:50:0, 27.40, 70.0
 2024/8/31 13:0:0, 27.50, 70.0
 2024/8/31 13:10:0, 27.60, 69.0
 2024/8/31 13:20:0, 27.70, 71.0
 2024/8/31 13:30:0, 27.80, 72.0
 2024/8/31 13:40:0, 27.80, 73.0
 2024/8/31 13:50:0, 27.90, 74.0
 2024/8/31 14:0:0, 27.90, 75.0
 2024/8/31 14:10:0, 27.90, 74.0
 2024/8/31 14:20:0, 27.80, 71.0
 2024/8/31 14:30:0, 27.80, 71.0
 2024/8/31 14:40:0, 27.80, 71.0
 2024/8/31 14:50:0, 27.80, 69.0
 2024/8/31 15:0:0, 27.80, 70.0
 2024/8/31 15:10:0, 27.80, 70.0
 2024/8/31 15:20:0, 27.80, 71.0
 2024/8/31 15:30:0, 27.80, 71.0
 2024/8/31 15:40:0, 27.80, 72.0
 2024/8/31 15:50:0, 27.80, 73.0
 2024/8/31 16:0:0, 27.90, 73.0
 2024/8/31 16:10:0, 27.90, 73.0
 2024/8/31 16:20:0, 27.90, 73.0
 2024/8/31 16:30:0, 27.90, 74.0
 2024/8/31 16:40:0, 28.0, 74.0
 2024/8/31 16:50:0, 27.90, 74.0
 2024/8/31 17:0:0, 27.90, 75.0
 2024/8/31 17:10:0, 27.90, 74.0
 2024/8/31 17:20:0, 27.80, 72.0
 2024/8/31 17:30:0, 27.80, 72.0
 2024/8/31 17:40:0, 27.80, 71.0
 2024/8/31 17:50:0, 27.80, 71.0
 2024/8/31 18:0:0, 27.80, 71.0
 2024/8/31 18:10:0, 27.80, 71.0
 2024/8/31 18:20:0, 27.80, 72.0
 2024/8/31 18:30:0, 27.80, 72.0
 2024/8/31 18:40:0, 27.70, 73.0
 2024/8/31 18:50:0, 27.60, 73.0
 2024/8/31 19:0:0, 27.60, 74.0
 2024/8/31 19:10:0, 27.60, 74.0
 2024/8/31 19:20:0, 27.60, 74.0
 2024/8/31 19:30:0, 27.60, 74.0
 2024/8/31 19:40:0, 27.80, 75.0
 2024/8/31 19:50:0, 27.80, 76.0
 2024/8/31 20:0:0, 27.90, 77.0
 2024/8/31 20:10:0, 27.90, 78.0
 2024/8/31 20:20:0, 27.90, 78.0
 2024/8/31 20:30:0, 27.90, 78.0
 2024/8/31 20:40:0, 27.90, 78.0
 2024/8/31 20:50:0, 27.90, 78.0
 2024/8/31 21:0:0, 27.80, 77.0
 2024/8/31 21:10:0, 27.90, 77.0
 2024/8/31 21:20:0, 27.90, 78.0
 2024/8/31 21:30:0, 27.90, 78.0
 2024/8/31 21:40:0, 27.90, 76.0
 2024/8/31 21:50:0, 27.90, 75.0
 2024/8/31 22:0:0, 27.90, 75.0
 2024/8/31 22:10:0, 27.90, 74.0
 2024/8/31 22:20:0, 27.90, 75.0
 2024/8/31 22:30:0, 27.90, 75.0
 2024/8/31 22:40:0, 28.0, 74.0
 2024/8/31 22:50:0, 28.0, 74.0
 2024/8/31 23:0:0, 28.10, 75.0
 2024/8/31 23:10:0, 28.10, 75.0
 2024/8/31 23:20:0, 28.20, 75.0
 2024/8/31 23:30:0, 28.20, 75.0
 2024/8/31 23:40:0, 28.30, 76.0
 2024/8/31 23:50:0, 28.30, 76.0
 2024/9/1 0:0:0, 28.30, 76.0
 2024/9/1 0:10:0, 28.60, 77.0
 2024/9/1 0:20:0, 28.40, 77.0
 2024/9/1 0:30:0, 28.30, 77.0
 2024/9/1 0:40:0, 28.30, 77.0
 2024/9/1 0:50:0, 28.30, 77.0
 2024/9/1 1:0:0, 28.30, 77.0
 2024/9/1 1:10:0, 28.30, 77.0
 2024/9/1 1:20:0, 28.30, 77.0
 2024/9/1 1:30:0, 28.30, 77.0
 2024/9/1 1:40:0, 28.30, 77.0
 2024/9/1 1:50:0, 28.20, 77.0
 2024/9/1 2:0:0, 28.20, 77.0
 2024/9/1 2:10:0, 28.30, 77.0
 2024/9/1 2:20:0, 28.30, 78.0
 2024/9/1 2:30:0, 28.30, 77.0
 2024/9/1 2:40:0, 28.30, 77.0
 2024/9/1 2:50:0, 28.20, 76.0
